$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link
AE1B58,166827,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B59,166828,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B5A,166829,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B5B,166830,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B5D,166832,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B5E,166833,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B5F,166834,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B60,165925,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B62,166837,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B63,166838,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B64,166839,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE1B65,166840,,Boeing F/A-18E Super Hornet,F18S,Mil,tar1090-db import,,,,
AE1B66,166841,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B67,166842,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE1B68,166843,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B69,166844,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE1B6A,166845,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B6B,166846,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B6C,166847,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B6E,166849,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE1B6F,166850,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B70,166851,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE1B71,166852,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B72,166853,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B73,166854,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B75,166856,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B76,166857,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B77,166858,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE1B78,166859,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B79,166860,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B7A,166861,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B7B,166862,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE1B7C,166863,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B7D,166864,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE1B7E,166865,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B7F,166866,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B80,166867,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B81,166868,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B82,166869,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B83,166870,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B84,166871,,Boeing F/A-18E Super Hornet,F18S,Mil,tar1090-db import,,,,
AE1B85,166872,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B87,166874,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B88,166875,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE1B89,166876,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE1B8A,166877,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B8B,166878,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B8C,166879,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE1B8D,166880,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B92,166885,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE1B93,166886,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B94,166887,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B96,166889,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B97,166890,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B98,166891,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B99,166892,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B9A,166893,,Boeing EA-18G Growler,F18S,Mil,tar1090-db import,,,,
AE1B9B,166894,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B9C,166895,,Boeing EA-18G Growler,F18S,Mil,tar1090-db import,,,,
AE1B9D,166898,,Boeing EA-18G Growler,F18S,Mil,tar1090-db import,,,,
AE1B9E,166897,,F18S,F18S,Mil,tar1090-db import,,,,
AE1B9F,166898,,F18S,F18S,Mil,tar1090-db import,,,,
AE1BA0,166899,,F18S,F18S,Mil,tar1090-db import,,,,
AE1BA1,166900,,F18S,F18S,Mil,tar1090-db import,,,,
AE1BF8,63-7823,,LOCKHEED C-130 Hercules,C130,Mil,tar1090-db import,,,,
AE1BFB,04-08702,,Boeing CH-47F Chinook,H47,Mil,tar1090-db import,,,,
AE1BFC,04-08703,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1BFD,04-08704,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1BFE,04-08705,,H47,H47,Mil,tar1090-db import,,,,
AE1C01,04-08708,,H47,H47,Mil,tar1090-db import,,,,
AE1C02,04-08709,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C05,04-08712,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C06,04-08713,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C07,04-08714,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C09,04-08716,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C0A,04-08717,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C0B,05-08010,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C0C,05-08011,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C0E,05-08014,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C0F,05-08015,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C10,05-08016,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C12,06-08018,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C13,06-08019,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C15,06-08021,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C17,06-08023,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C18,06-08024,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C19,06-08025,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C1D,06-08029,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C1E,06-08030,,Boeing CH-47F Chinook,H47,Mil,tar1090-db import,,,,
AE1C1F,06-08031,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C20,06-08032,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C21,06-08718,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C22,06-08719,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C23,06-08720,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1C24,06-27078,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1C25,06-27080,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1C26,06-27081,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1C27,06-27082,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1C28,06-27083,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1C31,07-72009,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE1DA9,167813,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DAA,167814,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DAB,167815,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DAC,167816,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DAD,167817,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DAF,167819,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DB0,167820,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DB1,167821,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DB2,167822,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DB3,167823,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DB4,167824,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DB5,167825,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DB7,167827,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DB8,167828,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DBB,167831,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DBD,167833,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DBE,167834,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DBF,167835,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DC0,167836,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DC1,167837,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DC2,167838,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DC3,167839,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DC4,167840,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DC6,167842,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DC7,167843,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DC8,167844,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DC9,167845,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DCA,167846,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DCB,167847,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DCC,166537,,H60,H60,Mil,tar1090-db import,,,,
AE1DCE,166539,,H60,H60,Mil,tar1090-db import,,,,
AE1DCF,166540,,H60,H60,Mil,tar1090-db import,,,,
AE1DD0,166541,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DD1,166542,,H60,H60,Mil,tar1090-db import,,,,
AE1DD2,166543,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DD3,166544,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DD4,166545,,H60,H60,Mil,tar1090-db import,,,,
AE1DD5,166546,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DD6,166547,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DD7,166548,,H60,H60,Mil,tar1090-db import,,,,
AE1DD8,166549,,H60,H60,Mil,tar1090-db import,,,,
AE1DD9,166550,,H60,H60,Mil,tar1090-db import,,,,
AE1DDA,166551,,H60,H60,Mil,tar1090-db import,,,,
AE1DDB,166552,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DDC,166553,,H60,H60,Mil,tar1090-db import,,,,
AE1DDD,166554,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DDE,166555,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DDF,166556,,H60,H60,Mil,tar1090-db import,,,,
AE1DE0,166557,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DE1,166558,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DE2,166559,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE1DE3,166560,,H60,H60,Mil,tar1090-db import,,,,
AE1DE4,166561,,Sikorsky MH-60R Seahawk,H60,Mil,tar1090-db import,,,,
AE1DEF,11-72205,,EC45,EC45,Mil,tar1090-db import,,,,
AE1E00,166034,,TEX2,TEX2,Mil,tar1090-db import,,,,
AE1E10,86-0238,,F16,F16,Mil,tar1090-db import,,,,
AE1E16,86-0215,,F16,F16,Mil,tar1090-db import,,,,
AE1E34,86-0214,,F16,F16,Mil,tar1090-db import,,,,
AE1E6C,166014,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E6D,166015,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E6E,166016,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E70,166018,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E71,166019,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E72,166020,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E74,166022,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E75,166023,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E76,166024,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E77,166025,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E7A,166028,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E7C,166030,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E7D,166031,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E7E,166032,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E7F,166033,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E81,166035,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E82,166036,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E83,166037,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E84,166038,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1E85,166039,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EAB,08-3942,,BEECHCRAFT T-6 Texan 2,TEX2,Mil,tar1090-db import,,,,
AE1EAC,08-3943,,BEECHCRAFT T-6 Texan 2,TEX2,Mil,tar1090-db import,,,,
AE1EAD,08-3944,,BEECHCRAFT T-6 Texan 2,TEX2,Mil,tar1090-db import,,,,
AE1EAF,166042,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EB0,166043,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EB3,166046,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EB4,166047,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EB5,166048,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EB6,166049,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EB7,166050,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EB8,166051,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EB9,166052,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EBA,166053,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EBB,166054,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EBC,166055,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EBF,166058,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EC0,166059,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EC1,166060,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EC2,166061,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EC4,166063,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EC6,166065,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EC7,166066,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1EC8,166067,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1ECA,166069,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1ECD,166072,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1ECE,166073,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1ECF,166074,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1ED0,166075,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1ED1,166076,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1ED3,166078,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1ED4,166079,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1ED7,166082,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1ED8,166083,,Raytheon T-6B Texan II,TEX2,Mil,tar1090-db import,,,,
AE1F1B,07-03770,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1F1C,07-03771,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1F1D,07-03772,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1F1E,07-03773,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1F1F,07-03774,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE1F54,08-72069,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE1FAC,10-72157,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE1FFE,12-72239,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE1FFF,12-72240,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2000,12-72241,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2001,12-72242,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2002,12-72243,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2003,12-72244,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE204A,14-72315,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE204B,14-72316,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE204C,14-72317,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE204D,14-72318,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE204E,14-72319,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2050,14-72321,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2052,14-72323,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2053,14-72324,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2054,14-72325,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2057,14-72328,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2058,14-72329,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2059,14-72330,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE205D,14-72334,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE205E,14-72335,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE205F,14-72336,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2060,14-72337,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2061,14-72338,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2062,14-72339,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2063,14-72340,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2064,14-72341,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2065,14-72342,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2066,14-72343,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2067,14-72344,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE2068,14-72345,,Airbus Helicopters UH-72A Lakota,EC45,Mil,tar1090-db import,,,,
AE206F,06-27079,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE2071,06-27085,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE2076,06-27090,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE2080,05-07010,,H64,H64,Mil,tar1090-db import,,,,
AE20BB,74-22352,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
AE20C0,74-22401,,BELL UH-1 Huey,UH1,Mil,tar1090-db import,,,,
AE20C1,6027,,Sikorsky MH-60T Jayhawk,H60,Mil,tar1090-db import,,,,
AE20D0,166905,,Boeing F/A-18E Super Hornet,F18S,Mil,tar1090-db import,,,,
AE20D1,166906,,F18S,F18S,Mil,tar1090-db import,,,,
AE20D2,166907,,F18S,F18S,Mil,tar1090-db import,,,,
AE20D3,166908,,F18S,F18S,Mil,tar1090-db import,,,,
AE20D4,166909,,F18S,F18S,Mil,tar1090-db import,,,,
AE20D5,166910,,F18S,F18S,Mil,tar1090-db import,,,,
AE20D6,166911,,F18S,F18S,Mil,tar1090-db import,,,,
AE20D7,166912,,F18S,F18S,Mil,tar1090-db import,,,,
AE20D8,166913,,F18S,F18S,Mil,tar1090-db import,,,,
AE20D9,166914,,Boeing F/A-18E Super Hornet,F18S,Mil,tar1090-db import,,,,
AE20DA,166915,,F18S,F18S,Mil,tar1090-db import,,,,
AE20DB,166916,,F18S,F18S,Mil,tar1090-db import,,,,
AE20DC,166917,,F18S,F18S,Mil,tar1090-db import,,,,
AE20DD,166918,,F18S,F18S,Mil,tar1090-db import,,,,
AE20DE,166919,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE20DF,166920,,F18S,F18S,Mil,tar1090-db import,,,,
AE20E0,166921,,F18S,F18S,Mil,tar1090-db import,,,,
AE20E1,166922,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE20E2,166923,,F18S,F18S,Mil,tar1090-db import,,,,
AE20E3,166924,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE20E4,166925,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE20E5,166926,,F18S,F18S,Mil,tar1090-db import,,,,
AE20E6,166927,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE20E7,166928,,F18S,F18S,Mil,tar1090-db import,,,,
AE20E8,166929,,F18S,F18S,Mil,tar1090-db import,,,,
AE20E9,166930,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE20EA,166931,,F18S,F18S,Mil,tar1090-db import,,,,
AE20EB,166932,,F18S,F18S,Mil,tar1090-db import,,,,
AE20EC,166933,,F18S,F18S,Mil,tar1090-db import,,,,
AE20ED,166934,,F18S,F18S,Mil,tar1090-db import,,,,
AE20EE,166935,,Boeing EA-18G Growler,F18S,Mil,tar1090-db import,,,,
AE20EF,166936,,F18S,F18S,Mil,tar1090-db import,,,,
AE20F0,166937,,F18S,F18S,Mil,tar1090-db import,,,,
AE20F1,166938,,F18S,F18S,Mil,tar1090-db import,,,,
AE20F2,166939,,F18S,F18S,Mil,tar1090-db import,,,,
AE20F3,166940,,F18S,F18S,Mil,tar1090-db import,,,,
AE20F4,166941,,F18S,F18S,Mil,tar1090-db import,,,,
AE20F5,166942,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE20FA,166943,,F18S,F18S,Mil,tar1090-db import,,,,
AE20FB,166944,,Boeing EA-18G Growler,F18S,Mil,tar1090-db import,,,,
AE20FC,166945,,F18S,F18S,Mil,tar1090-db import,,,,
AE20FE,166947,,F18S,F18S,Mil,tar1090-db import,,,,
AE20FF,166948,,F18S,F18S,Mil,tar1090-db import,,,,
AE2100,166949,,F18S,F18S,Mil,tar1090-db import,,,,
AE2101,166950,,F18S,F18S,Mil,tar1090-db import,,,,
AE2102,166951,,F18S,F18S,Mil,tar1090-db import,,,,
AE2103,166952,,F18S,F18S,Mil,tar1090-db import,,,,
AE2104,166953,,F18S,F18S,Mil,tar1090-db import,,,,
AE2105,166954,,F18S,F18S,Mil,tar1090-db import,,,,
AE2106,166955,,F18S,F18S,Mil,tar1090-db import,,,,
AE2107,166956,,Boeing F/A-18E Super Hornet,F18S,Mil,tar1090-db import,,,,
AE2108,166957,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE2109,166958,,F18S,F18S,Mil,tar1090-db import,,,,
AE210A,166959,,F18S,F18S,Mil,tar1090-db import,,,,
AE210B,166960,,F18S,F18S,Mil,tar1090-db import,,,,
AE210C,166961,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE210D,166962,,F18S,F18S,Mil,tar1090-db import,,,,
AE210E,166963,,F18S,F18S,Mil,tar1090-db import,,,,
AE2110,166964,,F18S,F18S,Mil,tar1090-db import,,,,
AE2111,166965,,F18S,F18S,Mil,tar1090-db import,,,,
AE2112,166966,,F18S,F18S,Mil,tar1090-db import,,,,
AE2113,166967,,F18S,F18S,Mil,tar1090-db import,,,,
AE2114,166968,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
AE2115,166969,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE2117,166971,,F18S,F18S,Mil,tar1090-db import,,,,
AE2118,166972,,F18S,F18S,Mil,tar1090-db import,,,,
AE211A,166974,,F18S,F18S,Mil,tar1090-db import,,,,
AE211B,166975,,Boeing F/A-18F Super Hornet,F18S,Mil,tar1090-db import,,,,
